datetime,timestamp,open,high,low,close,volume
2021-06-02 09:45:00,1622627100000,2694.07,2698.98,2676.49,2684.51,11053.20542
2021-06-02 10:00:00,1622628000000,2684.51,2691.37,2676.6,2679.24,7310.13572
2021-06-02 10:15:00,1622628900000,2679.01,2697.49,2679.01,2696.23,10755.0778
2021-06-02 10:30:00,1622629800000,2696.23,2703.91,2685.0,2685.01,9621.05897
2021-06-02 10:45:00,1622630700000,2685.0,2685.99,2670.44,2681.16,9723.82584
2021-06-02 11:00:00,1622631600000,2681.16,2696.76,2662.17,2675.46,13837.43439
2021-06-02 11:15:00,1622632500000,2675.16,2697.39,2660.54,2680.44,12937.90612
2021-06-02 11:30:00,1622633400000,2680.44,2703.0,2677.76,2699.14,8914.66083
2021-06-02 11:45:00,1622634300000,2699.28,2704.35,2684.28,2694.35,8152.27856
2021-06-02 12:00:00,1622635200000,2694.39,2716.0,2691.67,2715.59,19740.78814
2021-06-02 12:15:00,1622636100000,2715.94,2716.0,2703.1,2707.4,8847.01723
2021-06-02 12:30:00,1622637000000,2707.4,2712.22,2697.09,2703.01,8067.44359
2021-06-02 12:45:00,1622637900000,2703.01,2709.97,2700.0,2701.1,5215.07156
2021-06-02 13:00:00,1622638800000,2701.1,2701.31,2680.41,2689.01,14932.13985
2021-06-02 13:15:00,1622639700000,2689.01,2747.18,2689.01,2738.44,24602.36047
2021-06-02 13:30:00,1622640600000,2738.47,2750.0,2730.0,2745.57,28158.74927
2021-06-02 13:45:00,1622641500000,2745.56,2748.0,2725.97,2732.6,11056.74789
2021-06-02 14:00:00,1622642400000,2732.58,2736.01,2720.26,2724.49,10903.78475
2021-06-02 14:15:00,1622643300000,2724.5,2750.0,2722.18,2744.8,16521.48888
2021-06-02 14:30:00,1622644200000,2744.8,2776.81,2741.04,2768.2,27484.92443
2021-06-02 14:45:00,1622645100000,2768.19,2780.22,2755.59,2767.27,18989.90013
2021-06-02 15:00:00,1622646000000,2767.28,2793.81,2767.27,2793.62,16572.78508
2021-06-02 15:15:00,1622646900000,2793.63,2798.98,2780.0,2786.82,13670.71988
2021-06-02 15:30:00,1622647800000,2786.82,2786.83,2763.89,2780.06,12016.70625
2021-06-02 15:45:00,1622648700000,2780.06,2798.0,2779.83,2791.24,9216.66188
2021-06-02 16:00:00,1622649600000,2791.07,2802.99,2767.05,2782.53,20943.8445
2021-06-02 16:15:00,1622650500000,2782.51,2795.0,2772.31,2782.0,10355.84189
2021-06-02 16:30:00,1622651400000,2781.99,2783.54,2755.75,2758.81,10932.17898
2021-06-02 16:45:00,1622652300000,2758.93,2764.07,2745.87,2760.0,16204.20653
2021-06-02 17:00:00,1622653200000,2760.0,2773.47,2752.52,2754.66,7492.94716
2021-06-02 17:15:00,1622654100000,2754.67,2759.1,2743.0,2746.36,7308.8566
2021-06-02 17:30:00,1622655000000,2746.37,2768.7,2741.03,2760.32,6193.78482
2021-06-02 17:45:00,1622655900000,2760.33,2770.87,2756.25,2769.36,6135.31783
2021-06-02 18:00:00,1622656800000,2769.54,2769.99,2756.13,2759.39,4439.11798
2021-06-02 18:15:00,1622657700000,2759.37,2772.74,2749.95,2764.18,6245.02928
2021-06-02 18:30:00,1622658600000,2764.19,2775.34,2758.0,2775.15,4443.20103
2021-06-02 18:45:00,1622659500000,2775.14,2775.75,2764.33,2772.13,4057.26945
2021-06-02 19:00:00,1622660400000,2772.38,2772.54,2755.06,2765.37,5232.369
2021-06-02 19:15:00,1622661300000,2765.41,2765.86,2754.16,2754.69,3639.05146
2021-06-02 19:30:00,1622662200000,2754.69,2765.91,2750.13,2759.64,4349.64046
2021-06-02 19:45:00,1622663100000,2759.64,2764.99,2752.99,2758.19,3988.58215
2021-06-02 20:00:00,1622664000000,2758.19,2763.59,2733.0,2744.78,9046.74754
2021-06-02 20:15:00,1622664900000,2744.82,2748.89,2723.6,2730.87,9851.71211
2021-06-02 20:30:00,1622665800000,2730.87,2738.44,2709.44,2729.15,10931.95997
2021-06-02 20:45:00,1622666700000,2729.15,2733.6,2715.77,2722.21,5776.30611
2021-06-02 21:00:00,1622667600000,2722.21,2735.0,2722.21,2734.95,4710.72657
2021-06-02 21:15:00,1622668500000,2734.95,2738.31,2721.27,2728.35,5736.88839
2021-06-02 21:30:00,1622669400000,2728.28,2730.33,2711.4,2727.95,5722.67724
2021-06-02 21:45:00,1622670300000,2728.33,2735.49,2717.05,2718.32,4130.02823
2021-06-02 22:00:00,1622671200000,2718.33,2730.4,2710.27,2710.72,5721.81788
2021-06-02 22:15:00,1622672100000,2710.72,2724.2,2692.46,2696.06,17641.14532
2021-06-02 22:30:00,1622673000000,2696.06,2708.12,2672.07,2686.66,16167.81412
2021-06-02 22:45:00,1622673900000,2686.97,2699.71,2675.38,2697.32,6154.36056
2021-06-02 23:00:00,1622674800000,2697.33,2710.44,2687.66,2704.47,7545.99983
2021-06-02 23:15:00,1622675700000,2704.46,2721.76,2704.46,2718.06,6688.34972
2021-06-02 23:30:00,1622676600000,2718.0,2721.67,2709.7,2719.58,3881.69487
2021-06-02 23:45:00,1622677500000,2719.71,2720.0,2703.84,2706.22,3326.17744
2021-06-03 00:00:00,1622678400000,2706.21,2730.13,2686.02,2691.36,13312.6347
2021-06-03 00:15:00,1622679300000,2691.39,2714.73,2684.12,2714.41,7990.49713
2021-06-03 00:30:00,1622680200000,2714.49,2714.5,2690.0,2702.93,5153.88847
2021-06-03 00:45:00,1622681100000,2702.85,2709.15,2687.61,2705.29,5357.16083
2021-06-03 01:00:00,1622682000000,2705.13,2719.14,2698.52,2715.33,5128.78342
2021-06-03 01:15:00,1622682900000,2715.2,2717.32,2705.0,2707.56,3404.26892
2021-06-03 01:30:00,1622683800000,2707.56,2707.57,2685.0,2691.97,5608.27243
2021-06-03 01:45:00,1622684700000,2691.97,2692.11,2667.0,2671.48,8272.58133
2021-06-03 02:00:00,1622685600000,2671.47,2685.59,2662.4,2682.89,7175.43124
2021-06-03 02:15:00,1622686500000,2682.89,2694.13,2680.72,2684.77,5275.37334
2021-06-03 02:30:00,1622687400000,2684.33,2692.0,2672.0,2689.3,5500.70928
2021-06-03 02:45:00,1622688300000,2689.3,2701.0,2677.11,2697.69,9032.48202
2021-06-03 03:00:00,1622689200000,2697.67,2714.0,2688.59,2706.15,5461.58311
2021-06-03 03:15:00,1622690100000,2705.88,2718.58,2701.96,2711.79,5245.98419
2021-06-03 03:30:00,1622691000000,2711.96,2717.26,2702.23,2715.68,4962.14126
2021-06-03 03:45:00,1622691900000,2715.82,2727.83,2713.25,2725.8,9380.16832
2021-06-03 04:00:00,1622692800000,2725.81,2745.37,2723.16,2742.68,9987.20742
2021-06-03 04:15:00,1622693700000,2742.23,2750.0,2737.9,2744.28,6817.47463
2021-06-03 04:30:00,1622694600000,2744.07,2759.8,2743.04,2755.65,9632.14698
2021-06-03 04:45:00,1622695500000,2755.89,2774.29,2754.03,2767.17,9236.14359
2021-06-03 05:00:00,1622696400000,2767.17,2798.31,2766.51,2786.72,19319.92503
2021-06-03 05:15:00,1622697300000,2786.72,2796.26,2778.54,2779.5,10419.71736
2021-06-03 05:30:00,1622698200000,2779.5,2814.0,2772.27,2807.3,24525.64807
2021-06-03 05:45:00,1622699100000,2807.16,2826.96,2806.41,2816.75,18549.44857
2021-06-03 06:00:00,1622700000000,2816.76,2827.74,2803.27,2807.81,11459.23356
2021-06-03 06:15:00,1622700900000,2808.14,2815.44,2793.83,2812.08,10658.64647
2021-06-03 06:30:00,1622701800000,2812.08,2845.7,2806.35,2840.37,14291.03215
2021-06-03 06:45:00,1622702700000,2840.37,2849.0,2832.05,2846.69,12432.51294
2021-06-03 07:00:00,1622703600000,2846.5,2849.0,2823.18,2826.14,12146.38713
2021-06-03 07:15:00,1622704500000,2826.15,2832.0,2812.85,2816.32,10170.20008
2021-06-03 07:30:00,1622705400000,2816.32,2831.87,2816.32,2828.24,7578.79741
2021-06-03 07:45:00,1622706300000,2828.24,2836.0,2807.57,2820.32,10195.66994
2021-06-03 08:00:00,1622707200000,2820.03,2837.0,2808.0,2835.84,10584.3879
2021-06-03 08:15:00,1622708100000,2835.85,2846.63,2829.31,2840.5,10982.43012
2021-06-03 08:30:00,1622709000000,2840.5,2852.0,2833.56,2837.73,15297.94363
2021-06-03 08:45:00,1622709900000,2837.74,2839.84,2824.0,2836.0,7120.66071
2021-06-03 09:00:00,1622710800000,2835.98,2858.33,2826.75,2855.17,13578.42656
2021-06-03 09:15:00,1622711700000,2855.19,2864.86,2846.19,2853.58,13861.53144
2021-06-03 09:30:00,1622712600000,2853.59,2867.23,2844.76,2867.22,11458.83325
2021-06-03 09:45:00,1622713500000,2867.22,2875.0,2856.24,2874.47,17451.92349
