datetime,timestamp,open,high,low,close,volume
2026-05-05 04:15:00,1777954500000,1.4036,1.4049,1.402,1.4023,68719.0
2026-05-05 04:30:00,1777955400000,1.4024,1.4024,1.4005,1.4008,83332.0
2026-05-05 04:45:00,1777956300000,1.4008,1.4032,1.4,1.401,71454.0
2026-05-05 05:00:00,1777957200000,1.4007,1.4009,1.3993,1.3996,53882.0
2026-05-05 05:15:00,1777958100000,1.3997,1.4032,1.3997,1.4023,127716.0
2026-05-05 05:30:00,1777959000000,1.4023,1.4055,1.4003,1.4011,1158570.0
2026-05-05 05:45:00,1777959900000,1.4011,1.4026,1.399,1.401,52424.0
2026-05-05 06:00:00,1777960800000,1.4014,1.4036,1.4006,1.4036,51478.0
2026-05-05 06:15:00,1777961700000,1.4037,1.4037,1.4005,1.4006,72804.0
2026-05-05 06:30:00,1777962600000,1.4006,1.4021,1.4005,1.4011,64647.0
2026-05-05 06:45:00,1777963500000,1.4012,1.4061,1.4012,1.4061,77766.0
2026-05-05 07:00:00,1777964400000,1.4065,1.4083,1.4014,1.4049,92500.0
2026-05-05 07:15:00,1777965300000,1.4049,1.4072,1.4038,1.4065,598716.0
2026-05-05 07:30:00,1777966200000,1.4064,1.4096,1.4063,1.4068,892465.0
2026-05-05 07:45:00,1777967100000,1.4069,1.4071,1.4046,1.4067,640281.0
2026-05-05 08:00:00,1777968000000,1.4059,1.4078,1.4057,1.4075,31479.0
2026-05-05 08:15:00,1777968900000,1.4074,1.4079,1.4054,1.4066,67891.0
2026-05-05 08:30:00,1777969800000,1.4079,1.4086,1.4062,1.4062,49210.0
2026-05-05 08:45:00,1777970700000,1.4065,1.4079,1.4061,1.4064,45340.0
2026-05-05 09:00:00,1777971600000,1.4064,1.4064,1.4041,1.4041,50069.0
2026-05-05 09:15:00,1777972500000,1.4041,1.4048,1.4029,1.4044,348897.0
2026-05-05 09:30:00,1777973400000,1.4041,1.4045,1.4018,1.4021,52095.0
2026-05-05 09:45:00,1777974300000,1.4019,1.4029,1.4015,1.4023,31775.0
2026-05-05 10:00:00,1777975200000,1.4023,1.4045,1.4019,1.4031,45551.0
2026-05-05 10:15:00,1777976100000,1.4033,1.404,1.4025,1.4029,329309.0
2026-05-05 10:30:00,1777977000000,1.4029,1.4069,1.4029,1.4058,71045.0
2026-05-05 10:45:00,1777977900000,1.4058,1.4065,1.404,1.4059,94605.0
2026-05-05 11:00:00,1777978800000,1.4059,1.4059,1.4042,1.4053,60223.0
2026-05-05 11:15:00,1777979700000,1.405,1.405,1.4013,1.404,94582.0
2026-05-05 11:30:00,1777980600000,1.4042,1.4068,1.4039,1.4068,73751.0
2026-05-05 11:45:00,1777981500000,1.4068,1.4078,1.4048,1.4073,47130.0
2026-05-05 12:00:00,1777982400000,1.4073,1.4089,1.406,1.4074,100913.0
2026-05-05 12:15:00,1777983300000,1.4078,1.4095,1.4072,1.4094,141513.0
2026-05-05 12:30:00,1777984200000,1.4094,1.4125,1.4094,1.4117,415724.0
2026-05-05 12:45:00,1777985100000,1.4117,1.4133,1.4109,1.4121,84419.0
2026-05-05 13:00:00,1777986000000,1.4122,1.4198,1.4121,1.4176,340586.0
2026-05-05 13:15:00,1777986900000,1.4175,1.4179,1.4137,1.4145,354489.0
2026-05-05 13:30:00,1777987800000,1.4144,1.4158,1.4111,1.4138,417797.0
2026-05-05 13:45:00,1777988700000,1.4138,1.4163,1.4102,1.4128,295301.0
2026-05-05 14:00:00,1777989600000,1.4129,1.4131,1.4076,1.4079,206992.0
2026-05-05 14:15:00,1777990500000,1.4079,1.4095,1.4039,1.4095,428521.0
2026-05-05 14:30:00,1777991400000,1.4094,1.411,1.4046,1.4063,171009.0
2026-05-05 14:45:00,1777992300000,1.4063,1.4107,1.4047,1.4101,86295.0
2026-05-05 15:00:00,1777993200000,1.4097,1.4148,1.4091,1.4132,189684.0
2026-05-05 15:15:00,1777994100000,1.4133,1.4141,1.4124,1.4135,83238.0
2026-05-05 15:30:00,1777995000000,1.414,1.4152,1.4121,1.4125,116964.0
2026-05-05 15:45:00,1777995900000,1.4125,1.4137,1.4112,1.4112,125086.0
2026-05-05 16:00:00,1777996800000,1.4116,1.4126,1.4108,1.4117,298899.0
2026-05-05 16:15:00,1777997700000,1.4117,1.4142,1.4092,1.4107,103984.0
2026-05-05 16:30:00,1777998600000,1.4096,1.41,1.4039,1.4043,215761.0
2026-05-05 16:45:00,1777999500000,1.4043,1.4086,1.404,1.4072,158765.0
2026-05-05 17:00:00,1778000400000,1.4071,1.4082,1.4044,1.4059,135354.0
2026-05-05 17:15:00,1778001300000,1.4059,1.4086,1.4059,1.4076,85891.0
2026-05-05 17:30:00,1778002200000,1.4075,1.4083,1.4054,1.4082,113825.0
2026-05-05 17:45:00,1778003100000,1.4082,1.4089,1.4073,1.4081,40249.0
2026-05-05 18:00:00,1778004000000,1.4081,1.4121,1.4077,1.4118,173947.0
2026-05-05 18:15:00,1778004900000,1.4118,1.4118,1.4086,1.4105,589187.0
2026-05-05 18:30:00,1778005800000,1.4105,1.4105,1.4089,1.4101,27415.0
2026-05-05 18:45:00,1778006700000,1.4101,1.4114,1.4087,1.4093,91264.0
2026-05-05 19:00:00,1778007600000,1.4093,1.4098,1.4087,1.4087,55000.0
2026-05-05 19:15:00,1778008500000,1.4087,1.4112,1.4084,1.411,115448.0
2026-05-05 19:30:00,1778009400000,1.4104,1.4129,1.4103,1.4124,58722.0
2026-05-05 19:45:00,1778010300000,1.4124,1.4129,1.4102,1.4125,70327.0
2026-05-05 20:00:00,1778011200000,1.4123,1.4158,1.4122,1.4142,95679.0
2026-05-05 20:15:00,1778012100000,1.4141,1.4155,1.412,1.4131,76817.0
2026-05-05 20:30:00,1778013000000,1.4131,1.4175,1.4131,1.4157,265510.0
2026-05-05 20:45:00,1778013900000,1.4157,1.4165,1.4146,1.416,651095.0
2026-05-05 21:00:00,1778014800000,1.416,1.4213,1.4151,1.4167,447951.0
2026-05-05 21:15:00,1778015700000,1.4169,1.4176,1.4136,1.4141,273607.0
2026-05-05 21:30:00,1778016600000,1.4142,1.415,1.4125,1.4128,80850.0
2026-05-05 21:45:00,1778017500000,1.4128,1.4164,1.4127,1.4151,95041.0
2026-05-05 22:00:00,1778018400000,1.4151,1.4208,1.4151,1.4173,347476.0
2026-05-05 22:15:00,1778019300000,1.4171,1.4197,1.4164,1.4177,96629.0
2026-05-05 22:30:00,1778020200000,1.4177,1.4177,1.4079,1.411,1420719.0
2026-05-05 22:45:00,1778021100000,1.4111,1.4176,1.4102,1.415,190786.0
2026-05-05 23:00:00,1778022000000,1.4149,1.417,1.4136,1.4166,69691.0
2026-05-05 23:15:00,1778022900000,1.4166,1.4166,1.4115,1.4115,131548.0
2026-05-05 23:30:00,1778023800000,1.4115,1.4125,1.4087,1.4112,141367.0
2026-05-05 23:45:00,1778024700000,1.4112,1.4133,1.4112,1.412,72097.0
2026-05-06 00:00:00,1778025600000,1.4115,1.4143,1.4115,1.4127,106072.0
2026-05-06 00:15:00,1778026500000,1.4123,1.4138,1.4087,1.4088,129107.0
2026-05-06 00:30:00,1778027400000,1.4089,1.4102,1.4084,1.4085,75812.0
2026-05-06 00:45:00,1778028300000,1.4086,1.4113,1.4066,1.4102,118168.0
2026-05-06 01:00:00,1778029200000,1.4103,1.4127,1.4093,1.4127,53205.0
2026-05-06 01:15:00,1778030100000,1.4129,1.4179,1.4129,1.4164,146088.0
2026-05-06 01:30:00,1778031000000,1.4164,1.4173,1.4154,1.4157,61968.0
2026-05-06 01:45:00,1778031900000,1.4157,1.4189,1.4155,1.417,183194.0
2026-05-06 02:00:00,1778032800000,1.4176,1.4176,1.4145,1.4156,649667.0
2026-05-06 02:15:00,1778033700000,1.4155,1.4156,1.4113,1.4115,127043.0
2026-05-06 02:30:00,1778034600000,1.4115,1.4127,1.4097,1.4118,81932.0
2026-05-06 02:45:00,1778035500000,1.4118,1.4161,1.4118,1.4154,94733.0
2026-05-06 03:00:00,1778036400000,1.4156,1.4197,1.4156,1.4171,186911.0
2026-05-06 03:15:00,1778037300000,1.4171,1.421,1.416,1.4194,308457.0
2026-05-06 03:30:00,1778038200000,1.4193,1.4236,1.419,1.4201,324437.0
2026-05-06 03:45:00,1778039100000,1.4201,1.4221,1.418,1.4215,139817.0
2026-05-06 04:00:00,1778040000000,1.4217,1.4233,1.4203,1.4216,162604.0
2026-05-06 04:15:00,1778040900000,1.4219,1.4222,1.4187,1.4188,198591.0
2026-05-06 04:30:00,1778041800000,1.419,1.4199,1.417,1.4197,162172.0
2026-05-06 04:45:00,1778042700000,1.4197,1.4242,1.4175,1.4198,170057.0
2026-05-06 05:00:00,1778043600000,1.4188,1.4198,1.4143,1.4162,736854.0
2026-05-06 05:15:00,1778044500000,1.4161,1.4175,1.4151,1.4166,108269.0
2026-05-06 05:30:00,1778045400000,1.4166,1.4197,1.4135,1.4172,118447.0
2026-05-06 05:45:00,1778046300000,1.4172,1.4223,1.4168,1.4217,175427.0
2026-05-06 06:00:00,1778047200000,1.4216,1.4254,1.421,1.422,321200.0
2026-05-06 06:15:00,1778048100000,1.422,1.4242,1.4203,1.424,177429.0
2026-05-06 06:30:00,1778049000000,1.4235,1.4265,1.4226,1.4261,98315.0
2026-05-06 06:45:00,1778049900000,1.4265,1.4266,1.4243,1.4253,81609.0
2026-05-06 07:00:00,1778050800000,1.4255,1.4269,1.4238,1.4254,119885.0
2026-05-06 07:15:00,1778051700000,1.4254,1.4332,1.4247,1.4308,397181.0
2026-05-06 07:30:00,1778052600000,1.4308,1.4332,1.4283,1.4321,150442.0
2026-05-06 07:45:00,1778053500000,1.4322,1.4348,1.4299,1.4305,160483.0
2026-05-06 08:00:00,1778054400000,1.4304,1.4342,1.4294,1.4319,191148.0
2026-05-06 08:15:00,1778055300000,1.4317,1.4318,1.4294,1.4311,89932.0
